named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol	strand
DNM1DN7-2	DNM1DN7-2	DNM1P33	ENSG00000260096	ENSG00000260096.1	chr15	74062780	74063785	ENST00000565222	HGNC_Symbol	transcribed_unprocessed_pseudogene	DNM1DN7-2	DNM1P33	1
DNM1DN8@	DNM1DN8@	DNM1P34	ENSG00000260357	ENSG00000260357.2	chr15	75301642	75302664	ENST00000567850	HGNC_Symbol	transcribed_unprocessed_pseudogene	DNM1DN8@	DNM1P34	-1
DNM1DN8-1	DNM1DN8-1	DNM1P34	ENSG00000260357	ENSG00000260357.2	chr15	75301642	75302664	ENST00000567850	HGNC_Symbol	transcribed_unprocessed_pseudogene	DNM1DN8-1	DNM1P34	-1
DNM1DN8-5	DNM1DN8-5	DNM1P34	ENSG00000260357	ENSG00000260357.2	chr15	75301642	75302664	ENST00000567850	HGNC_Symbol	transcribed_unprocessed_pseudogene	DNM1DN8-5	DNM1P34	-1
DNM1P42	DNM1P42	DNM1P38	ENSG00000259637	ENSG00000259637.1	chr15	82531653	82534139	ENST00000560794	HGNC_Symbol	transcribed_unprocessed_pseudogene	DNM1P42	DNM1P38	-1
DP2B	DP2B	HLA-DPB2	ENSG00000224557	ENSG00000224557.10	chr6	33112516	33129084	ENST00000470997	HGNC_Symbol	transcribed_unprocessed_pseudogene	DP2B	HLA-DPB2	1
DPB2	DPB2	HLA-DPB2	ENSG00000224557	ENSG00000224557.10	chr6	33112516	33129084	ENST00000470997	HGNC_Symbol	transcribed_unprocessed_pseudogene	DPB2	HLA-DPB2	1
D-PCA-2	D-PCA-2	HMGN2P46	ENSG00000179362	ENSG00000179362.15	chr15	45555482	45555971	ENST00000598619	HGNC_Symbol	transcribed_processed_pseudogene	D-PCA-2	HMGN2P46	1
DPH3B	DPH3B	DPH3P1	ENSG00000233838	ENSG00000233838.5	chr20	62845664	62845912	ENST00000486648	HGNC_Symbol	processed_pseudogene	DPH3B	DPH3P1	1
DQB3	DQB3	HLA-DQB3	ENSG00000226030	ENSG00000226030.1	chr6	32730758	32731695	ENST00000425319	HGNC_Symbol	unprocessed_pseudogene	DQB3	HLA-DQB3	-1
DSS1P1	DSS1P1	SEM1P1	ENSG00000214857	ENSG00000214857.4	chr5	81892490	81892721	ENST00000506694	HGNC_Symbol	transcribed_processed_pseudogene	DSS1P1	SEM1P1	1
DUB4	DUB4	USP17L6P	ENSG00000205946	ENSG00000205946.1	chr4	9367874	9369070	ENST00000382470	HGNC_Symbol	unprocessed_pseudogene	DUB4	USP17L6P	1
DUSP5P	DUSP5P	DUSP5P1	ENSG00000183929	ENSG00000183929.7	chr1	228650241	228651379	ENST00000441325	HGNC_Symbol	processed_pseudogene	DUSP5P	DUSP5P1	1
DUSP8P	DUSP8P	DUSP8P1	ENSG00000215065	ENSG00000215065.3	chr10	47564256	47566016	ENST00000399538	HGNC_Symbol	transcribed_processed_pseudogene	DUSP8P	DUSP8P1	1
DUSP8P3	DUSP8P3	DUSP8P1	ENSG00000215065	ENSG00000215065.3	chr10	47564256	47566016	ENST00000399538	HGNC_Symbol	transcribed_processed_pseudogene	DUSP8P3	DUSP8P1	1
DUSPP	DUSPP	DUSP8P1	ENSG00000215065	ENSG00000215065.3	chr10	47564256	47566016	ENST00000399538	HGNC_Symbol	transcribed_processed_pseudogene	DUSPP	DUSP8P1	1
DVB	DVB	HLA-DQB3	ENSG00000226030	ENSG00000226030.1	chr6	32730758	32731695	ENST00000425319	HGNC_Symbol	unprocessed_pseudogene	DVB	HLA-DQB3	-1
DVWA	DVWA	COL6A4P1	ENSG00000230524	ENSG00000230524.9	chr3	15151833	15180961	ENST00000487147	HGNC_Symbol	transcribed_unprocessed_pseudogene	DVWA	COL6A4P1	-1
D-X	ENSG00000178081.D-X	ULK4P3	ENSG00000178081	ENSG00000178081.13	chr15	30110302	30127785	ENST00000563895	HGNC_Symbol	transcribed_unprocessed_pseudogene	D-X	ULK4P3	1
D-X	ENSG00000260128.D-X	ULK4P2	ENSG00000260128	ENSG00000260128.7	chr15	30579285	30596738	ENST00000564187	HGNC_Symbol	transcribed_unprocessed_pseudogene	D-X	ULK4P2	1
D-X	ENSG00000261279.D-X	ULK4P1	ENSG00000261279	ENSG00000261279.7	chr15	32410558	32428316	ENST00000565174	HGNC_Symbol	transcribed_unprocessed_pseudogene	D-X	ULK4P1	-1
E2	E2	CST12P	ENSG00000226344	ENSG00000226344.1	chr20	23475700	23479798	ENST00000457644	HGNC_Symbol	unprocessed_pseudogene	E2	CST12P	1
E4TF1	E4TF1	GABPAP	ENSG00000235720	ENSG00000235720.1	chr7	63893286	63894641	ENST00000419271	HGNC_Symbol	processed_pseudogene	E4TF1	GABPAP	1
E4TF1B	E4TF1B	GABPAP	ENSG00000235720	ENSG00000235720.1	chr7	63893286	63894641	ENST00000419271	HGNC_Symbol	processed_pseudogene	E4TF1B	GABPAP	1
EDH17B1	EDH17B1	HSD17B1P1	ENSG00000108785	ENSG00000108785.7	chr17	42546764	42548706	ENST00000590052	HGNC_Symbol	transcribed_unprocessed_pseudogene	EDH17B1	HSD17B1P1	1
EDHB17	EDHB17	HSD17B1P1	ENSG00000108785	ENSG00000108785.7	chr17	42546764	42548706	ENST00000590052	HGNC_Symbol	transcribed_unprocessed_pseudogene	EDHB17	HSD17B1P1	1
EEF-1	EEF-1	EEF1B2P2	ENSG00000213864	ENSG00000213864.3	chr5	68159218	68159893	ENST00000519625	HGNC_Symbol	processed_pseudogene	EEF-1	EEF1B2P2	-1
EEF1AL	EEF1AL	EEF1A1P3	ENSG00000232587	ENSG00000232587.1	chr13	28214513	28215897	ENST00000417549	HGNC_Symbol	processed_pseudogene	EEF1AL	EEF1A1P3	1
EEF1AL1	EEF1AL1	EEF1A1P3	ENSG00000232587	ENSG00000232587.1	chr13	28214513	28215897	ENST00000417549	HGNC_Symbol	processed_pseudogene	EEF1AL1	EEF1A1P3	1
EEF1B	EEF1B	EEF1B2P2	ENSG00000213864	ENSG00000213864.3	chr5	68159218	68159893	ENST00000519625	HGNC_Symbol	processed_pseudogene	EEF1B	EEF1B2P2	-1
EEF1B3	EEF1B3	EEF1B2P2	ENSG00000213864	ENSG00000213864.3	chr5	68159218	68159893	ENST00000519625	HGNC_Symbol	processed_pseudogene	EEF1B3	EEF1B2P2	-1
EEF-1BETA5A	EEF-1BETA5A	EEF1B2P2	ENSG00000213864	ENSG00000213864.3	chr5	68159218	68159893	ENST00000519625	HGNC_Symbol	processed_pseudogene	EEF-1BETA5A	EEF1B2P2	-1
EFTUD1P1	EFTUD1P1	EFL1P1	ENSG00000259404	ENSG00000259404.8	chr15	84080168	84126604	ENST00000560401	HGNC_Symbol	transcribed_unprocessed_pseudogene	EFTUD1P1	EFL1P1	1
EIF3EIPP1	EIF3EIPP1	EIF3LP1	ENSG00000258501	ENSG00000258501.1	chr14	81916231	81917888	ENST00000554099	HGNC_Symbol	processed_pseudogene	EIF3EIPP1	EIF3LP1	1
EIF3EIPP2	EIF3EIPP2	EIF3LP2	ENSG00000233837	ENSG00000233837.1	chr10	42566677	42567483	ENST00000457262	HGNC_Symbol	processed_pseudogene	EIF3EIPP2	EIF3LP2	1
EIF3EP	EIF3EP	EIF3EP1	ENSG00000234882	ENSG00000234882.1	chr6	73291962	73293277	ENST00000433978	HGNC_Symbol	transcribed_processed_pseudogene	EIF3EP	EIF3EP1	1
EIF3FP	EIF3FP	EIF3FP1	ENSG00000275945	ENSG00000275945.1	chr21	10330732	10331537	ENST00000613970	HGNC_Symbol	processed_pseudogene	EIF3FP	EIF3FP1	1
EIF3S5P	EIF3S5P	EIF3FP1	ENSG00000275945	ENSG00000275945.1	chr21	10330732	10331537	ENST00000613970	HGNC_Symbol	processed_pseudogene	EIF3S5P	EIF3FP1	1
EIF3S6IPP	EIF3S6IPP	EIF3LP1	ENSG00000258501	ENSG00000258501.1	chr14	81916231	81917888	ENST00000554099	HGNC_Symbol	processed_pseudogene	EIF3S6IPP	EIF3LP1	1
EIF3S6IPP2	EIF3S6IPP2	EIF3LP2	ENSG00000233837	ENSG00000233837.1	chr10	42566677	42567483	ENST00000457262	HGNC_Symbol	processed_pseudogene	EIF3S6IPP2	EIF3LP2	1
EIF3S6P1	EIF3S6P1	EIF3EP1	ENSG00000234882	ENSG00000234882.1	chr6	73291962	73293277	ENST00000433978	HGNC_Symbol	transcribed_processed_pseudogene	EIF3S6P1	EIF3EP1	1
EIF4EBP2P	EIF4EBP2P	EIF4EBP2P1	ENSG00000233711	ENSG00000233711.1	chr20	43423196	43423538	ENST00000450009	HGNC_Symbol	processed_pseudogene	EIF4EBP2P	EIF4EBP2P1	-1
EIF4EL2	EIF4EL2	EIF4EP1	ENSG00000233578	ENSG00000233578.1	chr20	5548840	5549481	ENST00000422311	HGNC_Symbol	processed_pseudogene	EIF4EL2	EIF4EP1	1
EIF4EL4	EIF4EL4	EIF4E2P1	ENSG00000213384	ENSG00000213384.2	chr20	20659710	20659964	ENST00000393781	HGNC_Symbol	processed_pseudogene	EIF4EL4	EIF4E2P1	1
ELK2	ELK2	ELK2AP	ENSG00000213140	ENSG00000213140.3	chr14	105672308	105673314	ENST00000392510	HGNC_Symbol	processed_pseudogene	ELK2	ELK2AP	-1
ELK2.1	ELK2.1	ELK2AP	ENSG00000213140	ENSG00000213140.3	chr14	105672308	105673314	ENST00000392510	HGNC_Symbol	processed_pseudogene	ELK2.1	ELK2AP	-1
ELK2.2	ELK2.2	ELK2BP	ENSG00000234402	ENSG00000234402.1	chr14	105546610	105549694	ENST00000415014	HGNC_Symbol	transcribed_unprocessed_pseudogene	ELK2.2	ELK2BP	-1
ELK2P1	ELK2P1	ELK2AP	ENSG00000213140	ENSG00000213140.3	chr14	105672308	105673314	ENST00000392510	HGNC_Symbol	processed_pseudogene	ELK2P1	ELK2AP	-1
ELK2P2	ELK2P2	ELK2BP	ENSG00000234402	ENSG00000234402.1	chr14	105546610	105549694	ENST00000415014	HGNC_Symbol	transcribed_unprocessed_pseudogene	ELK2P2	ELK2BP	-1
ELOA3	ELOA3	ELOA3P	ENSG00000288631	ENSG00000288631.1	chr18	47028202	47029842	ENST00000674825	HGNC_Symbol	processed_pseudogene	ELOA3	ELOA3P	-1
ELOA3A	ELOA3A	ELOA3P	ENSG00000288631	ENSG00000288631.1	chr18	47028202	47029842	ENST00000674825	HGNC_Symbol	processed_pseudogene	ELOA3A	ELOA3P	-1
ELOA3AP	ELOA3AP	ELOA3P	ENSG00000288631	ENSG00000288631.1	chr18	47028202	47029842	ENST00000674825	HGNC_Symbol	processed_pseudogene	ELOA3AP	ELOA3P	-1
ELOA3B	ELOA3B	ELOA3BP	ENSG00000288607	ENSG00000288607.1	chr18	47022287	47023927	ENST00000675219	HGNC_Symbol	processed_pseudogene	ELOA3B	ELOA3BP	-1
ELOA3D	ELOA3D	ELOA3DP	ENSG00000288616	ENSG00000288616.1	chr18	46962768	46964408	ENST00000676383	HGNC_Symbol	processed_pseudogene	ELOA3D	ELOA3DP	-1
ELYS-LIKE	ELYS-LIKE	AHCTF1P1	ENSG00000226121	ENSG00000226121.2	chr2	161500885	161507705	ENST00000420969	HGNC_Symbol	processed_pseudogene	ELYS-LIKE	AHCTF1P1	-1
EM:AB014080.3	EM:AB014080.3	TMPOP1	ENSG00000229068	ENSG00000229068.1	chr6	30466452	30467994	ENST00000424642	HGNC_Symbol	processed_pseudogene	EM:AB014080.3	TMPOP1	1
EM:AB014080.4	EM:AB014080.4	SUCLA2P1	ENSG00000224936	ENSG00000224936.1	chr6	30468882	30470251	ENST00000425839	HGNC_Symbol	processed_pseudogene	EM:AB014080.4	SUCLA2P1	1
EM:AB023053.1	EM:AB023053.1	TRIM26BP	ENSG00000236475	ENSG00000236475.1	chr6	30238301	30242279	ENST00000427723	HGNC_Symbol	unprocessed_pseudogene	EM:AB023053.1	TRIM26BP	1
EM:AB023056.13	EM:AB023056.13	HLA-U	ENSG00000228078	ENSG00000228078.1	chr6	29934101	29934286	ENST00000418981	HGNC_Symbol	unprocessed_pseudogene	EM:AB023056.13	HLA-U	1
EM:AB023056.16	EM:AB023056.16	HCG4B	ENSG00000227262	ENSG00000227262.3	chr6	29925983	29926973	ENST00000450128	HGNC_Symbol	transcribed_unprocessed_pseudogene	EM:AB023056.16	HCG4B	-1
EM:AB023056.3	EM:AB023056.3	POLR1HASP	ENSG00000204623	ENSG00000204623.12	chr6	30056965	30058612	ENST00000637794	HGNC_Symbol	transcribed_unitary_pseudogene	EM:AB023056.3	POLR1HASP	-1
EM:AC006046.3	EM:AC006046.3	PPIAP9	ENSG00000219797	ENSG00000219797.2	chr6	31519480	31520291	ENST00000403866	HGNC_Symbol	processed_pseudogene	EM:AC006046.3	PPIAP9	-1
EM:AC006313.1	EM:AC006313.1	SKA2P1	ENSG00000232387	ENSG00000232387.2	chr9	122761844	122762233	ENST00000425592	HGNC_Symbol	processed_pseudogene	EM:AC006313.1	SKA2P1	1
EM:AC022390.2	EM:AC022390.2	ARL4AP1	ENSG00000122872	ENSG00000122872.8	chr10	60684505	60685209	ENST00000503220	HGNC_Symbol	processed_pseudogene	EM:AC022390.2	ARL4AP1	1
EM:AC022400.11	EM:AC022400.11	GLUD1P3	ENSG00000250959	ENSG00000250959.5	chr10	73731176	73737311	ENST00000508551	HGNC_Symbol	transcribed_unprocessed_pseudogene	EM:AC022400.11	GLUD1P3	1
EM:AC026226.2	EM:AC026226.2	SAR1AP2	ENSG00000213170	ENSG00000213170.3	chr10	126272818	126273411	ENST00000392696	HGNC_Symbol	processed_pseudogene	EM:AC026226.2	SAR1AP2	1
EM:AF129756.18	EM:AF129756.18	UQCRHP1	ENSG00000230622	ENSG00000230622.1	chr6	31611083	31611356	ENST00000424609	HGNC_Symbol	transcribed_processed_pseudogene	EM:AF129756.18	UQCRHP1	-1
EM:AL513423.2	EM:AL513423.2	HMGN2P16	ENSG00000231376	ENSG00000231376.1	chr9	15588355	15588615	ENST00000456802	HGNC_Symbol	processed_pseudogene	EM:AL513423.2	HMGN2P16	1
EM:AP000532.C22.1	EM:AP000532.C22.1	NF1P6	ENSG00000224435	ENSG00000224435.2	chr22	15622601	15632051	ENST00000426025	HGNC_Symbol	transcribed_unprocessed_pseudogene	EM:AP000532.C22.1	NF1P6	-1
EMC19	EMC19	SKP1P1	ENSG00000231234	ENSG00000231234.2	chr7	66423405	66423893	ENST00000438081	HGNC_Symbol	transcribed_processed_pseudogene	EMC19	SKP1P1	-1
EMR4	EMR4	ADGRE4P	ENSG00000268758	ENSG00000268758.8	chr19	6954659	6990798	ENST00000597372	HGNC_Symbol	transcribed_unprocessed_pseudogene	EMR4	ADGRE4P	-1
EMR4P	EMR4P	ADGRE4P	ENSG00000268758	ENSG00000268758.8	chr19	6954659	6990798	ENST00000597372	HGNC_Symbol	transcribed_unprocessed_pseudogene	EMR4P	ADGRE4P	-1
ENSAP	ENSAP	ENSAP1	ENSG00000224274	ENSG00000224274.1	chr20	15619494	15619819	ENST00000392855	HGNC_Symbol	processed_pseudogene	ENSAP	ENSAP1	-1
ENST00000437593	ENST00000437593	ATE1OSP	ENSG00000226864	ENSG00000226864.5	chr10	121948188	121952020	ENST00000636460	HGNC_Symbol	transcribed_unitary_pseudogene	ENST00000437593	ATE1OSP	1
EP400NL	EP400NL	EP400P1	ENSG00000185684	ENSG00000185684.18	chr12	132104021	132127177	ENST00000641289	HGNC_Symbol	transcribed_unprocessed_pseudogene	EP400NL	EP400P1	1
EPS15L2	EPS15L2	EPS15P1	ENSG00000242948	ENSG00000242948.2	chr7	46782800	46783135	ENST00000448836	HGNC_Symbol	transcribed_processed_pseudogene	EPS15L2	EPS15P1	1
ERK3PS1	ERK3PS1	MAPK6P1	ENSG00000206144	ENSG00000206144.5	chr8	53537060	53540300	ENST00000512867	HGNC_Symbol	processed_pseudogene	ERK3PS1	MAPK6P1	1
ERK3PS4	ERK3PS4	MAPK6P4	ENSG00000215179	ENSG00000215179.5	chr8	46972476	46974617	ENST00000517873	HGNC_Symbol	processed_pseudogene	ERK3PS4	MAPK6P4	-1
ESP	ESP	PTPRVP	ENSG00000243323	ENSG00000243323.8	chr1	202168051	202189296	ENST00000641549	HGNC_Symbol	transcribed_unitary_pseudogene	ESP	PTPRVP	1
EST1133530	EST1133530	ABCA11P	ENSG00000251595	ENSG00000251595.8	chr4	425773	427882	ENST00000504019	HGNC_Symbol	transcribed_processed_pseudogene	EST1133530	ABCA11P	-1
F8VWFL	F8VWFL	VWFP1	ENSG00000241717	ENSG00000241717.1	chr22	16690103	16704477	ENST00000457911	HGNC_Symbol	transcribed_unprocessed_pseudogene	F8VWFL	VWFP1	-1
F8VWFP	F8VWFP	VWFP1	ENSG00000241717	ENSG00000241717.1	chr22	16690103	16704477	ENST00000457911	HGNC_Symbol	transcribed_unprocessed_pseudogene	F8VWFP	VWFP1	-1
FAAH-OUT	FAAH-OUT	FAAHP1	ENSG00000232022	ENSG00000232022.10	chr1	46432129	46445321	ENST00000446499	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAAH-OUT	FAAHP1	1
FABP3P	FABP3P	FABP3P2	ENSG00000233259	ENSG00000233259.4	chr13	42369259	42369657	ENST00000453169	HGNC_Symbol	processed_pseudogene	FABP3P	FABP3P2	-1
FABP3-PS	FABP3-PS	FABP3P2	ENSG00000233259	ENSG00000233259.4	chr13	42369259	42369657	ENST00000453169	HGNC_Symbol	processed_pseudogene	FABP3-PS	FABP3P2	-1
FABP5	FABP5	FABP5P1	ENSG00000236972	ENSG00000236972.2	chr13	73100575	73100985	ENST00000423401	HGNC_Symbol	processed_pseudogene	FABP5	FABP5P1	-1
FABP5L1	FABP5L1	FABP5P1	ENSG00000236972	ENSG00000236972.2	chr13	73100575	73100985	ENST00000423401	HGNC_Symbol	processed_pseudogene	FABP5L1	FABP5P1	-1
FABP5L11	FABP5L11	FABP5P11	ENSG00000240122	ENSG00000240122.1	chr22	16595089	16595485	ENST00000430910	HGNC_Symbol	transcribed_processed_pseudogene	FABP5L11	FABP5P11	-1
FABP5L3	FABP5L3	FABP5P3	ENSG00000241735	ENSG00000241735.3	chr7	152442543	152442950	ENST00000437960	HGNC_Symbol	transcribed_processed_pseudogene	FABP5L3	FABP5P3	1
FABP5P1	FABP5P1	FABP5P11	ENSG00000240122	ENSG00000240122.1	chr22	16595089	16595485	ENST00000430910	HGNC_Symbol	transcribed_processed_pseudogene	FABP5P1	FABP5P11	-1
FAM108A11P	FAM108A11P	ABHD17AP1	ENSG00000198658	ENSG00000198658.4	chr1	148146395	148149566	ENST00000358206	HGNC_Symbol	unprocessed_pseudogene	FAM108A11P	ABHD17AP1	1
FAM108A2	FAM108A2	ABHD17AP1	ENSG00000198658	ENSG00000198658.4	chr1	148146395	148149566	ENST00000358206	HGNC_Symbol	unprocessed_pseudogene	FAM108A2	ABHD17AP1	1
FAM108A3	FAM108A3	ABHD17AP1	ENSG00000198658	ENSG00000198658.4	chr1	148146395	148149566	ENST00000358206	HGNC_Symbol	unprocessed_pseudogene	FAM108A3	ABHD17AP1	1
FAM108A3P	FAM108A3P	ABHD17AP1	ENSG00000198658	ENSG00000198658.4	chr1	148146395	148149566	ENST00000358206	HGNC_Symbol	unprocessed_pseudogene	FAM108A3P	ABHD17AP1	1
FAM108A4	FAM108A4	ABHD17AP3	ENSG00000250536	ENSG00000250536.1	chr1	214605470	214608840	ENST00000503096	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM108A4	ABHD17AP3	-1
FAM108A4P	FAM108A4P	ABHD17AP3	ENSG00000250536	ENSG00000250536.1	chr1	214605470	214608840	ENST00000503096	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM108A4P	ABHD17AP3	-1
FAM108A5	FAM108A5	ABHD17AP4	ENSG00000229107	ENSG00000229107.2	chr22	20667836	20670984	ENST00000411545	HGNC_Symbol	processed_pseudogene	FAM108A5	ABHD17AP4	-1
FAM108A5P	FAM108A5P	ABHD17AP4	ENSG00000229107	ENSG00000229107.2	chr22	20667836	20670984	ENST00000411545	HGNC_Symbol	processed_pseudogene	FAM108A5P	ABHD17AP4	-1
FAM108A6	FAM108A6	ABHD17AP5	ENSG00000263366	ENSG00000263366.2	chr22	22114844	22118005	ENST00000580133	HGNC_Symbol	processed_pseudogene	FAM108A6	ABHD17AP5	-1
FAM108A6P	FAM108A6P	ABHD17AP5	ENSG00000263366	ENSG00000263366.2	chr22	22114844	22118005	ENST00000580133	HGNC_Symbol	processed_pseudogene	FAM108A6P	ABHD17AP5	-1
FAM10A3	FAM10A3	ST13P3	ENSG00000257773	ENSG00000257773.1	chr12	106015897	106017006	ENST00000546640	HGNC_Symbol	processed_pseudogene	FAM10A3	ST13P3	1
FAM10A3P	FAM10A3P	ST13P3	ENSG00000257773	ENSG00000257773.1	chr12	106015897	106017006	ENST00000546640	HGNC_Symbol	processed_pseudogene	FAM10A3P	ST13P3	1
FAM10A4	FAM10A4	ST13P4	ENSG00000232150	ENSG00000232150.3	chr13	50172089	50173181	ENST00000495613	HGNC_Symbol	processed_pseudogene	FAM10A4	ST13P4	1
FAM10A4P	FAM10A4P	ST13P4	ENSG00000232150	ENSG00000232150.3	chr13	50172089	50173181	ENST00000495613	HGNC_Symbol	processed_pseudogene	FAM10A4P	ST13P4	1
FAM10A6	FAM10A6	ST13P6	ENSG00000225259	ENSG00000225259.4	chr8	133408006	133409107	ENST00000522430	HGNC_Symbol	processed_pseudogene	FAM10A6	ST13P6	1
FAM10A6P	FAM10A6P	ST13P6	ENSG00000225259	ENSG00000225259.4	chr8	133408006	133409107	ENST00000522430	HGNC_Symbol	processed_pseudogene	FAM10A6P	ST13P6	1
FAM10A7	FAM10A7	ST13P7	ENSG00000237821	ENSG00000237821.1	chr7	133169416	133170514	ENST00000421179	HGNC_Symbol	processed_pseudogene	FAM10A7	ST13P7	-1
FAM10A7P	FAM10A7P	ST13P7	ENSG00000237821	ENSG00000237821.1	chr7	133169416	133170514	ENST00000421179	HGNC_Symbol	processed_pseudogene	FAM10A7P	ST13P7	-1
FAM115D	FAM115D	TCAF2P1	ENSG00000159860	ENSG00000159860.8	chr7	143800732	143817973	ENST00000291129	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM115D	TCAF2P1	1
FAM12CP	FAM12CP	EDDM3CP	ENSG00000234060	ENSG00000234060.1	chr2	134319654	134320078	ENST00000415977	HGNC_Symbol	processed_pseudogene	FAM12CP	EDDM3CP	-1
FAM136B	FAM136B	FAM136BP	ENSG00000232654	ENSG00000232654.1	chr6	3045384	3045800	ENST00000428729	HGNC_Symbol	processed_pseudogene	FAM136B	FAM136BP	1
FAM139B	FAM139B	TCAF2P1	ENSG00000159860	ENSG00000159860.8	chr7	143800732	143817973	ENST00000291129	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM139B	TCAF2P1	1
FAM149B2	FAM149B2	FAM149B1P1	ENSG00000214424	ENSG00000214424.5	chr15	96756987	96758596	ENST00000533428	HGNC_Symbol	processed_pseudogene	FAM149B2	FAM149B1P1	1
FAM165A	FAM165A	SMIM11P1	ENSG00000198738	ENSG00000198738.4	chr6	85735744	85735921	ENST00000369586	HGNC_Symbol	processed_pseudogene	FAM165A	SMIM11P1	-1
FAM169B	FAM169B	FAM169BP	ENSG00000283597	ENSG00000283597.4	chr15	98441071	98520386	ENST00000636796	HGNC_Symbol	transcribed_unitary_pseudogene	FAM169B	FAM169BP	-1
FAM16AY	FAM16AY	PUDPP1	ENSG00000234620	ENSG00000234620.1	chrY	15348662	15456074	ENST00000421058	HGNC_Symbol	unprocessed_pseudogene	FAM16AY	PUDPP1	-1
FAM16B	FAM16B	PUDPP2	ENSG00000233792	ENSG00000233792.4	chr1	152124438	152125080	ENST00000431423	HGNC_Symbol	transcribed_processed_pseudogene	FAM16B	PUDPP2	-1
FAM172B	FAM172B	ARB2BP	ENSG00000175841	ENSG00000175841.8	chr3	101521891	101522979	ENST00000487497	HGNC_Symbol	transcribed_processed_pseudogene	FAM172B	ARB2BP	1
FAM172BP	FAM172BP	ARB2BP	ENSG00000175841	ENSG00000175841.8	chr3	101521891	101522979	ENST00000487497	HGNC_Symbol	transcribed_processed_pseudogene	FAM172BP	ARB2BP	1
FAM192B	FAM192B	FAM192BP	ENSG00000231841	ENSG00000231841.1	chr4	152927446	152928207	ENST00000414628	HGNC_Symbol	processed_pseudogene	FAM192B	FAM192BP	1
FAM195DP	FAM195DP	MCRIP2P2	ENSG00000270920	ENSG00000270920.1	chr1	185435839	185436047	ENST00000605276	HGNC_Symbol	processed_pseudogene	FAM195DP	MCRIP2P2	1
FAM197Y2P	FAM197Y2P	FAM197Y2	ENSG00000234803	ENSG00000234803.9	chrY	9524935	9526926	ENST00000598351	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM197Y2P	FAM197Y2	-1
FAM205B	FAM205B	SPATA31F2P	ENSG00000257198	ENSG00000257198.7	chr9	34832295	34838493	ENST00000399773	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM205B	SPATA31F2P	-1
FAM205BP	FAM205BP	SPATA31F2P	ENSG00000257198	ENSG00000257198.7	chr9	34832295	34838493	ENST00000399773	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM205BP	SPATA31F2P	-1
FAM25B	FAM25B	FAM25BP	ENSG00000273225	ENSG00000273225.5	chr10	46369113	46373508	ENST00000623997	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM25B	FAM25BP	1
FAM25D	FAM25D	FAM25EP	ENSG00000231122	ENSG00000231122.6	chr10	45815486	45817249	ENST00000608562	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM25D	FAM25EP	-1
FAM25E	FAM25E	FAM25EP	ENSG00000231122	ENSG00000231122.6	chr10	45815486	45817249	ENST00000608562	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM25E	FAM25EP	-1
FAM27A2	FAM27A2	FAM27B	ENSG00000278763	ENSG00000278763.1	chr9	67725690	67725902	ENST00000610601	HGNC_Symbol	transcribed_processed_pseudogene	FAM27A2	FAM27B	-1
FAM33B	FAM33B	SKA2P1	ENSG00000232387	ENSG00000232387.2	chr9	122761844	122762233	ENST00000425592	HGNC_Symbol	processed_pseudogene	FAM33B	SKA2P1	1
FAM35A2	FAM35A2	SHLD2P2	ENSG00000259096	ENSG00000259096.1	chr14	87952527	87955203	ENST00000554755	HGNC_Symbol	processed_pseudogene	FAM35A2	SHLD2P2	1
FAM35AP	FAM35AP	SHLD2P2	ENSG00000259096	ENSG00000259096.1	chr14	87952527	87955203	ENST00000554755	HGNC_Symbol	processed_pseudogene	FAM35AP	SHLD2P2	1
FAM35B	FAM35B	SHLD2P1	ENSG00000165874	ENSG00000165874.14	chr10	46610474	46652025	ENST00000497389	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM35B	SHLD2P1	-1
FAM35B2	FAM35B2	SHLD2P3	ENSG00000189014	ENSG00000189014.7	chr10	47689707	47730436	ENST00000323387	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM35B2	SHLD2P3	1
FAM35BP	FAM35BP	SHLD2P1	ENSG00000165874	ENSG00000165874.14	chr10	46610474	46652025	ENST00000497389	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM35BP	SHLD2P1	-1
FAM35CP	FAM35CP	SHLD2P2	ENSG00000259096	ENSG00000259096.1	chr14	87952527	87955203	ENST00000554755	HGNC_Symbol	processed_pseudogene	FAM35CP	SHLD2P2	1
FAM35DP	FAM35DP	SHLD2P3	ENSG00000189014	ENSG00000189014.7	chr10	47689707	47730436	ENST00000323387	HGNC_Symbol	transcribed_unprocessed_pseudogene	FAM35DP	SHLD2P3	1
