named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol
ENSG00000257070	ENSG00000257070		ENSG00000257070	ENSG00000257070.1	chr11	113769660	113769994	ENST00000397185		processed_pseudogene		
ENSG00000257078	ENSG00000257078		ENSG00000257078	ENSG00000257078.1	chr12	7041156	7041641	ENST00000543250		processed_pseudogene		
ENSG00000257087	ENSG00000257087		ENSG00000257087	ENSG00000257087.1	chr11	115538869	115539384	ENST00000537926		processed_pseudogene		
ENSG00000257094	ENSG00000257094		ENSG00000257094	ENSG00000257094.1	chr12	32007127	32007435	ENST00000534895		processed_pseudogene		
ENSG00000257113	ENSG00000257113		ENSG00000257113	ENSG00000257113.1	chr12	74274952	74275231	ENST00000549267		processed_pseudogene		
ENSG00000257121	ENSG00000257121		ENSG00000257121	ENSG00000257121.1	chr12	95100531	95101045	ENST00000553003		processed_pseudogene		
ENSG00000257128	ENSG00000257128		ENSG00000257128	ENSG00000257128.1	chr12	41911256	41912212	ENST00000546669		processed_pseudogene		
ENSG00000257129	ENSG00000257129		ENSG00000257129	ENSG00000257129.2	chr12	107911325	107912297	ENST00000548419		transcribed_processed_pseudogene		
ENSG00000257142	ENSG00000257142		ENSG00000257142	ENSG00000257142.1	chr14	19700479	19700650	ENST00000548639		transcribed_unprocessed_pseudogene		
ENSG00000257146	ENSG00000257146		ENSG00000257146	ENSG00000257146.1	chr12	59719698	59719944	ENST00000550105		processed_pseudogene		
ENSG00000257157	ENSG00000257157		ENSG00000257157	ENSG00000257157.1	chr12	97679879	97680047	ENST00000551083		processed_pseudogene		
ENSG00000257159	ENSG00000257159		ENSG00000257159	ENSG00000257159.1	chr12	57967058	57968399	ENST00000550830		processed_pseudogene		
ENSG00000257169	ENSG00000257169		ENSG00000257169	ENSG00000257169.1	chr12	96386818	96387194	ENST00000547580		processed_pseudogene		
ENSG00000257171	ENSG00000257171		ENSG00000257171	ENSG00000257171.2	chr14	18395626	18412264	ENST00000547576		transcribed_unprocessed_pseudogene		
ENSG00000257175	ENSG00000257175		ENSG00000257175	ENSG00000257175.2	chr14	18634955	18637208	ENST00000548656		processed_pseudogene		
ENSG00000257199	ENSG00000257199		ENSG00000257199	ENSG00000257199.2	chr12	76984079	76984669	ENST00000552481		processed_pseudogene		
ENSG00000257224	ENSG00000257224		ENSG00000257224	ENSG00000257224.1	chr14	18702281	18702463	ENST00000551315		transcribed_processed_pseudogene		
ENSG00000257237	ENSG00000257237		ENSG00000257237	ENSG00000257237.1	chr12	39058028	39059933	ENST00000552843		unprocessed_pseudogene		
ENSG00000257254	ENSG00000257254		ENSG00000257254	ENSG00000257254.1	chr12	102513251	102513655	ENST00000551181		processed_pseudogene		
ENSG00000257281	ENSG00000257281		ENSG00000257281	ENSG00000257281.1	chr12	108281103	108282235	ENST00000548873		processed_pseudogene		
ENSG00000257288	ENSG00000257288		ENSG00000257288	ENSG00000257288.1	chr12	59052980	59054184	ENST00000550567		processed_pseudogene		
ENSG00000257289	ENSG00000257289		ENSG00000257289	ENSG00000257289.1	chr12	68913804	68914022	ENST00000550230		processed_pseudogene		
ENSG00000257292	ENSG00000257292		ENSG00000257292	ENSG00000257292.2	chr12	38205098	38206009	ENST00000548633		unprocessed_pseudogene		
ENSG00000257296	ENSG00000257296		ENSG00000257296	ENSG00000257296.1	chr12	84671598	84672026	ENST00000546698		processed_pseudogene		
ENSG00000257307	ENSG00000257307		ENSG00000257307	ENSG00000257307.1	chr14	35881001	35881709	ENST00000550416		processed_pseudogene		
ENSG00000257308	ENSG00000257308		ENSG00000257308	ENSG00000257308.1	chr12	61231159	61232937	ENST00000548612		processed_pseudogene		
ENSG00000257323	ENSG00000257323		ENSG00000257323	ENSG00000257323.1	chr12	74656561	74656860	ENST00000548059		processed_pseudogene		
ENSG00000257343	ENSG00000257343		ENSG00000257343	ENSG00000257343.1	chr12	52746596	52748308	ENST00000550077		unprocessed_pseudogene		
ENSG00000257350	ENSG00000257350		ENSG00000257350	ENSG00000257350.1	chr12	55122668	55124120	ENST00000553115		processed_pseudogene		
ENSG00000257360	ENSG00000257360		ENSG00000257360	ENSG00000257360.1	chr12	94140077	94141337	ENST00000548294		processed_pseudogene		
ENSG00000257376	ENSG00000257376		ENSG00000257376	ENSG00000257376.1	chr12	42431665	42433357	ENST00000547729		processed_pseudogene		
ENSG00000257384	ENSG00000257384		ENSG00000257384	ENSG00000257384.1	chr12	55732366	55732648	ENST00000551138		processed_pseudogene		
ENSG00000257389	ENSG00000257389		ENSG00000257389	ENSG00000257389.1	chr12	52837403	52837739	ENST00000550463		processed_pseudogene		
ENSG00000257392	ENSG00000257392		ENSG00000257392	ENSG00000257392.1	chr12	107887730	107889886	ENST00000551839		unprocessed_pseudogene		
ENSG00000257403	ENSG00000257403		ENSG00000257403	ENSG00000257403.2	chr16	21347139	21352138	ENST00000549658		transcribed_unprocessed_pseudogene		
ENSG00000257404	ENSG00000257404		ENSG00000257404	ENSG00000257404.1	chr12	52782650	52782839	ENST00000547968		processed_pseudogene		
ENSG00000257405	ENSG00000257405		ENSG00000257405	ENSG00000257405.1	chr12	42636815	42637111	ENST00000550326		processed_pseudogene		
ENSG00000257415	ENSG00000257415		ENSG00000257415	ENSG00000257415.1	chr12	103503381	103504936	ENST00000551967		processed_pseudogene		
ENSG00000257426	ENSG00000257426		ENSG00000257426	ENSG00000257426.1	chr12	107899638	107899815	ENST00000549599		unprocessed_pseudogene		
ENSG00000257432	ENSG00000257432		ENSG00000257432	ENSG00000257432.1	chr14	19629006	19630340	ENST00000547023		processed_pseudogene		
ENSG00000257464	ENSG00000257464		ENSG00000257464	ENSG00000257464.1	chr12	49442424	49442652	ENST00000549563		processed_pseudogene		
ENSG00000257489	ENSG00000257489		ENSG00000257489	ENSG00000257489.7	chr12	100180553	100199762	ENST00000548782		transcribed_unprocessed_pseudogene		
ENSG00000257493	ENSG00000257493		ENSG00000257493	ENSG00000257493.1	chr14	19664098	19683677	ENST00000548456		transcribed_unprocessed_pseudogene		
ENSG00000257511	ENSG00000257511		ENSG00000257511	ENSG00000257511.1	chr12	32726383	32727387	ENST00000550917		processed_pseudogene		
ENSG00000257512	ENSG00000257512		ENSG00000257512	ENSG00000257512.2	chr12	93315571	93315703	ENST00000552735		transcribed_processed_pseudogene		
ENSG00000257531	ENSG00000257531		ENSG00000257531	ENSG00000257531.2	chr12	50217662	50218343	ENST00000548666		transcribed_processed_pseudogene		
ENSG00000257558	ENSG00000257558		ENSG00000257558	ENSG00000257558.2	chr14	18667249	18667370	ENST00000546909		transcribed_processed_pseudogene		
ENSG00000257564	ENSG00000257564		ENSG00000257564	ENSG00000257564.1	chr12	78793526	78794114	ENST00000546724		transcribed_processed_pseudogene		
ENSG00000257570	ENSG00000257570		ENSG00000257570	ENSG00000257570.1	chr12	49709237	49709336	ENST00000549485		processed_pseudogene		
ENSG00000257580	ENSG00000257580		ENSG00000257580	ENSG00000257580.1	chr12	98317741	98318349	ENST00000547032		processed_pseudogene		
ENSG00000257586	ENSG00000257586		ENSG00000257586	ENSG00000257586.1	chr12	38994803	38996882	ENST00000548295		unprocessed_pseudogene		
ENSG00000257604	ENSG00000257604		ENSG00000257604	ENSG00000257604.1	chr12	79500119	79500687	ENST00000553028		processed_pseudogene		
ENSG00000257609	ENSG00000257609		ENSG00000257609	ENSG00000257609.1	chr12	81868368	81869046	ENST00000548110		processed_pseudogene		
ENSG00000257611	ENSG00000257611		ENSG00000257611	ENSG00000257611.1	chr12	106170004	106172437	ENST00000548943		processed_pseudogene		
ENSG00000257616	ENSG00000257616		ENSG00000257616	ENSG00000257616.1	chr12	52730425	52732865	ENST00000552545		processed_pseudogene		
ENSG00000257624	ENSG00000257624		ENSG00000257624	ENSG00000257624.1	chr12	112000739	112000985	ENST00000549244		processed_pseudogene		
ENSG00000257629	ENSG00000257629		ENSG00000257629	ENSG00000257629.1	chr12	89027757	89028522	ENST00000548728		processed_pseudogene		
ENSG00000257635	ENSG00000257635		ENSG00000257635	ENSG00000257635.2	chr14	18698639	18699978	ENST00000547616		transcribed_processed_pseudogene		
ENSG00000257639	ENSG00000257639		ENSG00000257639	ENSG00000257639.1	chr16	21532945	21550373	ENST00000550637		transcribed_unprocessed_pseudogene		
ENSG00000257643	ENSG00000257643		ENSG00000257643	ENSG00000257643.1	chr12	32692504	32692848	ENST00000548906		processed_pseudogene		
ENSG00000257644	ENSG00000257644		ENSG00000257644	ENSG00000257644.1	chr14	18631388	18650966	ENST00000550518		transcribed_unprocessed_pseudogene		
ENSG00000257645	ENSG00000257645		ENSG00000257645	ENSG00000257645.1	chr12	38532895	38533050	ENST00000550134		processed_pseudogene		
ENSG00000257658	ENSG00000257658		ENSG00000257658	ENSG00000257658.1	chr12	112321759	112323089	ENST00000551552		processed_pseudogene		
ENSG00000257668	ENSG00000257668		ENSG00000257668	ENSG00000257668.1	chr12	57983795	57984761	ENST00000551532		processed_pseudogene		
ENSG00000257672	ENSG00000257672		ENSG00000257672	ENSG00000257672.2	chr14	18614388	18614561	ENST00000548164		transcribed_processed_pseudogene		
ENSG00000257674	ENSG00000257674		ENSG00000257674	ENSG00000257674.1	chr12	42286911	42288560	ENST00000550858		processed_pseudogene		
ENSG00000257680	ENSG00000257680		ENSG00000257680	ENSG00000257680.1	chr12	40728811	40729897	ENST00000548175		processed_pseudogene		
ENSG00000257687	ENSG00000257687		ENSG00000257687	ENSG00000257687.1	chr12	42627008	42627137	ENST00000550076		processed_pseudogene		
ENSG00000257691	ENSG00000257691		ENSG00000257691	ENSG00000257691.2	chr16	29475064	29475355	ENST00000550213		transcribed_processed_pseudogene		
ENSG00000257721	ENSG00000257721		ENSG00000257721	ENSG00000257721.1	chr14	18560047	18560191	ENST00000549046		processed_pseudogene		
ENSG00000257738	ENSG00000257738		ENSG00000257738	ENSG00000257738.2	chr12	45200817	45201551	ENST00000548155		processed_pseudogene		
ENSG00000257751	ENSG00000257751		ENSG00000257751	ENSG00000257751.2	chr14	19668542	19669056	ENST00000551999		processed_pseudogene		
ENSG00000257752	ENSG00000257752		ENSG00000257752	ENSG00000257752.1	chr12	88057876	88058578	ENST00000549191		processed_pseudogene		
ENSG00000257777	ENSG00000257777		ENSG00000257777	ENSG00000257777.1	chr12	75600047	75601551	ENST00000548349		processed_pseudogene		
ENSG00000257779	ENSG00000257779		ENSG00000257779	ENSG00000257779.1	chr12	63002469	63002795	ENST00000546650		processed_pseudogene		
ENSG00000257813	ENSG00000257813		ENSG00000257813	ENSG00000257813.2	chr12	43569769	43572038	ENST00000551685		processed_pseudogene		
ENSG00000257823	ENSG00000257823		ENSG00000257823	ENSG00000257823.1	chr12	75305452	75306357	ENST00000547243		processed_pseudogene		
ENSG00000257825	ENSG00000257825		ENSG00000257825	ENSG00000257825.1	chr14	18588274	18588315	ENST00000548131		transcribed_processed_pseudogene		
ENSG00000257848	ENSG00000257848		ENSG00000257848	ENSG00000257848.1	chr12	48171590	48173353	ENST00000552531		processed_pseudogene		
ENSG00000257852	ENSG00000257852		ENSG00000257852	ENSG00000257852.1	chr12	32072734	32072880	ENST00000547280		processed_pseudogene		
ENSG00000257855	ENSG00000257855		ENSG00000257855	ENSG00000257855.1	chr12	85567878	85568239	ENST00000550676		processed_pseudogene		
ENSG00000257864	ENSG00000257864		ENSG00000257864	ENSG00000257864.1	chr12	44248432	44249004	ENST00000548007		processed_pseudogene		
ENSG00000257865	ENSG00000257865		ENSG00000257865	ENSG00000257865.1	chr12	60418983	60419293	ENST00000546569		processed_pseudogene		
ENSG00000257872	ENSG00000257872		ENSG00000257872	ENSG00000257872.1	chr12	76137425	76138610	ENST00000553021		processed_pseudogene		
ENSG00000257875	ENSG00000257875		ENSG00000257875	ENSG00000257875.1	chr12	82468456	82468948	ENST00000549715		processed_pseudogene		
ENSG00000257884	ENSG00000257884		ENSG00000257884	ENSG00000257884.2	chr14	19677837	19680104	ENST00000547785		transcribed_processed_pseudogene		
ENSG00000257896	ENSG00000257896		ENSG00000257896	ENSG00000257896.2	chr12	43738829	43739854	ENST00000549403		transcribed_unprocessed_pseudogene		
ENSG00000257897	ENSG00000257897		ENSG00000257897	ENSG00000257897.1	chr12	86015697	86016441	ENST00000548429		processed_pseudogene		
ENSG00000257905	ENSG00000257905		ENSG00000257905	ENSG00000257905.1	chr12	47593208	47593440	ENST00000546846		processed_pseudogene		
ENSG00000257943	ENSG00000257943		ENSG00000257943	ENSG00000257943.3	chr12	95311312	95416098	ENST00000636165		transcribed_unitary_pseudogene		
ENSG00000257954	ENSG00000257954		ENSG00000257954	ENSG00000257954.1	chr12	49389516	49390162	ENST00000551907		processed_pseudogene		
ENSG00000257976	ENSG00000257976		ENSG00000257976	ENSG00000257976.1	chr14	25431193	25432234	ENST00000547237		processed_pseudogene		
ENSG00000257991	ENSG00000257991		ENSG00000257991	ENSG00000257991.1	chr12	71835034	71835396	ENST00000552838		processed_pseudogene		
ENSG00000257994	ENSG00000257994		ENSG00000257994	ENSG00000257994.1	chr12	103505411	103506174	ENST00000546924		unprocessed_pseudogene		
ENSG00000257998	ENSG00000257998		ENSG00000257998	ENSG00000257998.1	chr12	74728038	74728851	ENST00000547218		processed_pseudogene		
ENSG00000258012	ENSG00000258012		ENSG00000258012	ENSG00000258012.1	chr12	92858079	92859273	ENST00000551090		processed_pseudogene		
ENSG00000258021	ENSG00000258021		ENSG00000258021	ENSG00000258021.1	chr12	51900565	51901336	ENST00000552112		processed_pseudogene		
ENSG00000258051	ENSG00000258051		ENSG00000258051	ENSG00000258051.1	chr12	48160245	48160878	ENST00000551045		processed_pseudogene		
ENSG00000258065	ENSG00000258065		ENSG00000258065	ENSG00000258065.1	chr14	28857384	28858701	ENST00000546905		processed_pseudogene		
ENSG00000258072	ENSG00000258072		ENSG00000258072	ENSG00000258072.2	chr12	107881817	107903948	ENST00000707172		transcribed_processed_pseudogene		
ENSG00000258073	ENSG00000258073		ENSG00000258073	ENSG00000258073.1	chr12	84939524	84939668	ENST00000549459		transcribed_processed_pseudogene		
ENSG00000258076	ENSG00000258076		ENSG00000258076	ENSG00000258076.1	chr14	18645991	18646503	ENST00000549567		processed_pseudogene		
ENSG00000258090	ENSG00000258090		ENSG00000258090	ENSG00000258090.1	chr12	76757191	76757914	ENST00000548926		processed_pseudogene		
ENSG00000258091	ENSG00000258091		ENSG00000258091	ENSG00000258091.1	chr12	75926213	75926467	ENST00000547483		processed_pseudogene		
ENSG00000258111	ENSG00000258111		ENSG00000258111	ENSG00000258111.1	chr12	104514029	104514439	ENST00000548397		processed_pseudogene		
ENSG00000258130	ENSG00000258130		ENSG00000258130	ENSG00000258130.9	chr16	30204571	30205090	ENST00000649930		transcribed_unprocessed_pseudogene		
ENSG00000258133	ENSG00000258133		ENSG00000258133	ENSG00000258133.1	chr12	58394596	58395138	ENST00000552027		processed_pseudogene		
ENSG00000258134	ENSG00000258134		ENSG00000258134	ENSG00000258134.1	chr12	32227410	32228154	ENST00000549976		processed_pseudogene		
ENSG00000258142	ENSG00000258142		ENSG00000258142	ENSG00000258142.2	chr12	102230027	102230533	ENST00000547375		transcribed_processed_pseudogene		
ENSG00000258148	ENSG00000258148		ENSG00000258148	ENSG00000258148.2	chr12	91193709	91193942	ENST00000546853		processed_pseudogene		
ENSG00000258150	ENSG00000258150		ENSG00000258150	ENSG00000258150.7	chr16	29465222	29465741	ENST00000650165		transcribed_unprocessed_pseudogene		
ENSG00000258154	ENSG00000258154		ENSG00000258154	ENSG00000258154.2	chr14	105112690	105112863	ENST00000546955		unprocessed_pseudogene		
ENSG00000258173	ENSG00000258173		ENSG00000258173	ENSG00000258173.1	chr12	87753414	87753447	ENST00000549057		processed_pseudogene		
ENSG00000258179	ENSG00000258179		ENSG00000258179	ENSG00000258179.1	chr12	87820654	87820918	ENST00000549647		processed_pseudogene		
ENSG00000258184	ENSG00000258184		ENSG00000258184	ENSG00000258184.1	chr12	60215994	60216384	ENST00000551882		processed_pseudogene		
ENSG00000258193	ENSG00000258193		ENSG00000258193	ENSG00000258193.1	chr12	81998632	81998962	ENST00000546484		processed_pseudogene		
ENSG00000258202	ENSG00000258202		ENSG00000258202	ENSG00000258202.1	chr12	30454919	30492302	ENST00000551867		transcribed_unprocessed_pseudogene		
ENSG00000258204	ENSG00000258204		ENSG00000258204	ENSG00000258204.1	chr12	98794485	98794964	ENST00000549019		processed_pseudogene		
ENSG00000258205	ENSG00000258205		ENSG00000258205	ENSG00000258205.1	chr12	87746567	87746683	ENST00000547460		processed_pseudogene		
ENSG00000258206	ENSG00000258206		ENSG00000258206	ENSG00000258206.1	chr12	85781892	85782444	ENST00000549998		processed_pseudogene		
ENSG00000258215	ENSG00000258215		ENSG00000258215	ENSG00000258215.1	chr12	80860955	80861508	ENST00000549144		processed_pseudogene		
ENSG00000258224	ENSG00000258224		ENSG00000258224	ENSG00000258224.1	chr12	91871122	91871230	ENST00000550377		processed_pseudogene		
ENSG00000258230	ENSG00000258230		ENSG00000258230	ENSG00000258230.3	chr12	101773114	101773421	ENST00000552036		transcribed_processed_pseudogene		
ENSG00000258271	ENSG00000258271		ENSG00000258271	ENSG00000258271.1	chr12	93529560	93529989	ENST00000548858		processed_pseudogene		
ENSG00000258273	ENSG00000258273		ENSG00000258273	ENSG00000258273.1	chr12	48333755	48333901	ENST00000549699		unprocessed_pseudogene		
ENSG00000258304	ENSG00000258304		ENSG00000258304	ENSG00000258304.1	chr12	76115711	76116100	ENST00000552852		processed_pseudogene		
ENSG00000258320	ENSG00000258320		ENSG00000258320	ENSG00000258320.1	chr12	74170445	74171830	ENST00000551714		processed_pseudogene		
ENSG00000258324	ENSG00000258324		ENSG00000258324	ENSG00000258324.2	chr14	19653623	19653742	ENST00000550183		processed_pseudogene		
ENSG00000258358	ENSG00000258358		ENSG00000258358	ENSG00000258358.2	chr12	84448625	84449878	ENST00000550884		processed_pseudogene		
ENSG00000258367	ENSG00000258367		ENSG00000258367	ENSG00000258367.2	chr14	18562928	18568790	ENST00000551951		transcribed_unprocessed_pseudogene		
ENSG00000258375	ENSG00000258375		ENSG00000258375	ENSG00000258375.2	chr12	81545326	81546450	ENST00000551366		processed_pseudogene		
ENSG00000258381	ENSG00000258381		ENSG00000258381	ENSG00000258381.1	chr14	48819360	48819593	ENST00000555346		processed_pseudogene		
ENSG00000258385	ENSG00000258385		ENSG00000258385	ENSG00000258385.1	chr14	41296286	41298734	ENST00000554380		processed_pseudogene		
ENSG00000258387	ENSG00000258387		ENSG00000258387	ENSG00000258387.1	chr14	43592142	43592262	ENST00000554342		processed_pseudogene		
ENSG00000258411	ENSG00000258411		ENSG00000258411	ENSG00000258411.2	chr14	63762013	63762149	ENST00000554348		processed_pseudogene		
ENSG00000258439	ENSG00000258439		ENSG00000258439	ENSG00000258439.1	chr14	74658049	74658590	ENST00000555623		processed_pseudogene		
ENSG00000258440	ENSG00000258440		ENSG00000258440	ENSG00000258440.1	chr14	52155740	52156179	ENST00000554408		processed_pseudogene		
ENSG00000258446	ENSG00000258446		ENSG00000258446	ENSG00000258446.1	chr14	91419449	91419751	ENST00000557756		processed_pseudogene		
