"","external_gene_name","ensembl_gene_id","ensembl_gene_id_version","chromosome_name","start_position","end_position"
"15620","THSD1","ENSG00000136114","ENSG00000136114.17","13",52377167,52416373
"15621","TRGV4","ENSG00000211698","ENSG00000211698.2","7",38353715,38354517
"15622","FBXO3","ENSG00000110429","ENSG00000110429.14","11",33740939,33774543
"15624","INMT","ENSG00000241644","ENSG00000241644.2","7",30697985,30757602
"15625","KIF13A","ENSG00000137177","ENSG00000137177.20","6",17759183,17987635
"15626","RNY4P24","ENSG00000199605","ENSG00000199605.1","13",52400004,52400099
"15627","VPS36","ENSG00000136100","ENSG00000136100.14","13",52412602,52450634
"15628","LINC01176","ENSG00000281404","ENSG00000281404.2","7",30390885,30412375
"15630","LINC00640","ENSG00000258479","ENSG00000258479.6","14",51333068,51365557
"15631","CLK2P1","ENSG00000232553","ENSG00000232553.3","7",23585062,23586355
"15632","HECW1-IT1","ENSG00000181211","ENSG00000181211.1","7",43117896,43163187
"15633","MYT1","ENSG00000196132","ENSG00000196132.14","20",64102394,64242253
"15635","KCNJ4","ENSG00000168135","ENSG00000168135.4","22",38426327,38455199
"15639","CHN2-AS1","ENSG00000235669","ENSG00000235669.1","7",29199540,29208970
"15641","ROBO2P1","ENSG00000229478","ENSG00000229478.1","7",51600286,51600573
"15642","DNAL4","ENSG00000100246","ENSG00000100246.13","22",38778508,38794198
"15643","GTF3AP2","ENSG00000258966","ENSG00000258966.1","14",71044375,71044640
"15644","C7orf65","ENSG00000221845","ENSG00000221845.4","7",47655244,47661648
"15645","HNRNPUP1","ENSG00000259051","ENSG00000259051.1","14",43300263,43300595
"15646","RPL9P6","ENSG00000241891","ENSG00000241891.1","14",81777016,81777613
"15648","COQ6","ENSG00000119723","ENSG00000119723.17","14",73949926,73963670
"15655","TP73-AS3","ENSG00000227589","ENSG00000227589.1","1",3658938,3668772
"15656","PTGER4P2","ENSG00000184523","ENSG00000184523.4","9",62838824,62844276
"15657","CAMTA1-IT1","ENSG00000237402","ENSG00000237402.1","1",7368942,7370270
"15660","ADCY1","ENSG00000164742","ENSG00000164742.16","7",45574140,45723116
"15661","TMEM252-DT","ENSG00000226337","ENSG00000226337.3","9",68541036,68644442
"15663","NPTXR","ENSG00000221890","ENSG00000221890.6","22",38818452,38844028
"15665","PUSL1","ENSG00000169972","ENSG00000169972.12","1",1308597,1311677
"15666","ERICH1","ENSG00000104714","ENSG00000104714.14","8",614746,738106
"15668","RBM17P2","ENSG00000273999","ENSG00000273999.1","9",67211663,67213067
"15673","LINC02861","ENSG00000262185","ENSG00000262185.3","16",3930806,3950586
"15674","PTGER4P3","ENSG00000239684","ENSG00000239684.2","9",63775892,63776143
"15676","CBX6","ENSG00000183741","ENSG00000183741.12","22",38861422,38872249
"15678","FAM74A4","ENSG00000274583","ENSG00000274583.1","9",61205258,61212373
"15679","CRYAA2","ENSG00000276076","ENSG00000276076.5","21",6499203,6564489
"15680","GRHPR","ENSG00000137106","ENSG00000137106.18","9",37422666,37436990
"15681","SLC5A11","ENSG00000158865","ENSG00000158865.12","16",24845841,24911628
"15682","PEX10","ENSG00000157911","ENSG00000157911.11","1",2403964,2413797
"15683","TIAM1","ENSG00000156299","ENSG00000156299.13","21",31118416,31559977
"15684","LINC01252","ENSG00000247157","ENSG00000247157.7","12",11548030,11590369
"15690","PRH2","ENSG00000134551","ENSG00000134551.13","12",10929236,10934845
"15691","VPS37A","ENSG00000155975","ENSG00000155975.10","8",17246931,17302427
"15692","APOBEC3A","ENSG00000128383","ENSG00000128383.13","22",38952741,38992778
"15693","RELCH","ENSG00000134444","ENSG00000134444.15","18",62187255,62310249
"15695","CKAP2","ENSG00000136108","ENSG00000136108.15","13",52455429,52476628
"15697","CLEC12A","ENSG00000172322","ENSG00000172322.14","12",9951316,9995694
"15700","MRPS24","ENSG00000062582","ENSG00000062582.14","7",43866558,43869893
"15701","CMTM8","ENSG00000170293","ENSG00000170293.9","3",32238679,32370321
"15702","PLIN3","ENSG00000105355","ENSG00000105355.9","19",4838341,4867694
"15704","NUTM2HP","ENSG00000232706","ENSG00000232706.3","10",50676743,50686326
"15706","APOBEC3B","ENSG00000179750","ENSG00000179750.16","22",38982347,38992804
"15707","ZNF337-AS1","ENSG00000213742","ENSG00000213742.7","20",25624045,25689032
"15710","CACYBPP1","ENSG00000225928","ENSG00000225928.2","10",84454679,84456056
"15712","MINPP1","ENSG00000107789","ENSG00000107789.16","10",87504875,87553461
"15713","CHCHD4","ENSG00000163528","ENSG00000163528.13","3",14112077,14124870
"15714","SMCR5","ENSG00000226746","ENSG00000226746.2","17",17776686,17779529
"15716","ADRM1","ENSG00000130706","ENSG00000130706.13","20",62302093,62308862
"15717","TMEM184A","ENSG00000164855","ENSG00000164855.16","7",1542235,1560821
"15719","MTCO1P12","ENSG00000237973","ENSG00000237973.1","1",631074,632616
"15720","CPTP","ENSG00000224051","ENSG00000224051.7","1",1324756,1328896
"15721","FLII","ENSG00000177731","ENSG00000177731.16","17",18244815,18258738
"15722","HMGN2P8","ENSG00000212769","ENSG00000212769.5","10",84081429,84081995
"15726","FARSBP1","ENSG00000231060","ENSG00000231060.1","10",80776165,80778088
"15728","ANKRD30BP3","ENSG00000230501","ENSG00000230501.1","10",45156775,45176925
"15729","C8orf58","ENSG00000241852","ENSG00000241852.10","8",22599599,22604150
"15730","TFAM","ENSG00000108064","ENSG00000108064.11","10",58385345,58399220
"15731","LINC01672","ENSG00000228750","ENSG00000228750.7","1",6724637,6730012
"15732","GRM7","ENSG00000196277","ENSG00000196277.16","3",6770001,7741533
"15737","SLC24A2","ENSG00000155886","ENSG00000155886.11","9",19507452,19786928
"15738","SKI","ENSG00000157933","ENSG00000157933.10","1",2228319,2310213
"15739","EEF2","ENSG00000167658","ENSG00000167658.16","19",3976056,3985463
"15740","APOBEC3B-AS1","ENSG00000249310","ENSG00000249310.2","22",38991559,38998209
"15741","APOBEC3C","ENSG00000244509","ENSG00000244509.4","22",39014257,39020352
"15744","MEGF6","ENSG00000162591","ENSG00000162591.16","1",3487951,3611508
"15747","OR5L2","ENSG00000205030","ENSG00000205030.1","11",55827219,55828154
"15749","TRIM64C","ENSG00000214891","ENSG00000214891.9","11",49053714,49059112
"15752","LINC00345","ENSG00000235660","ENSG00000235660.2","13",52482804,52489216
"15754","TRGJ2","ENSG00000211687","ENSG00000211687.1","7",38253380,38253429
"15758","HNRNPKP3","ENSG00000251557","ENSG00000251557.2","11",43120762,43269393
"15760","GCNAP1","ENSG00000256912","ENSG00000256912.1","12",9817350,9818025
"15762","MANSC1","ENSG00000111261","ENSG00000111261.14","12",12326056,12350242
"15764","PHF20","ENSG00000025293","ENSG00000025293.17","20",35771974,35950370
"15766","APOBEC3F","ENSG00000128394","ENSG00000128394.17","22",39040604,39055972
"15769","MRPS31P4","ENSG00000250299","ENSG00000250299.6","13",52600119,52637446
"15770","HNRNPA1L2","ENSG00000139675","ENSG00000139675.13","13",52642431,52643773
"15771","TRGV9","ENSG00000211695","ENSG00000211695.2","7",38317017,38318861
"15772","SUGT1-DT","ENSG00000273723","ENSG00000273723.1","13",52651305,52652279
"15773","FOLH1","ENSG00000086205","ENSG00000086205.18","11",49145092,49208638
"15774","C8orf48","ENSG00000164743","ENSG00000164743.5","8",13566869,13568288
"15775","VN1R33P","ENSG00000227426","ENSG00000227426.1","7",63401385,63402271
"15776","IFNA20P","ENSG00000226393","ENSG00000226393.1","9",21321300,21321827
"15777","CNTNAP3P2","ENSG00000276386","ENSG00000276386.1","9",67059560,67293468
"15778","FAM234B","ENSG00000084444","ENSG00000084444.14","12",13044381,13142521
"15779","RPL31P35","ENSG00000232612","ENSG00000232612.1","7",54656358,54656734
"15781","SUGT1","ENSG00000165416","ENSG00000165416.15","13",52652709,52700909
"15782","TRGV5P","ENSG00000228668","ENSG00000228668.1","7",38345030,38345499
"15784","CTSLP1","ENSG00000236417","ENSG00000236417.2","10",87386685,87390203
"15785","TRGV2","ENSG00000233306","ENSG00000233306.2","7",38362864,38363518
"15789","SRP9P1","ENSG00000180581","ENSG00000180581.7","10",91807179,91807439
"15791","ZNF32","ENSG00000169740","ENSG00000169740.14","10",43643860,43648881
"15792","VWC2","ENSG00000188730","ENSG00000188730.5","7",49773638,49921950
"15793","CHMP7","ENSG00000147457","ENSG00000147457.14","8",23243637,23262000
"15794","UNC5B","ENSG00000107731","ENSG00000107731.12","10",71212570,71302864
"15796","APOBEC3G","ENSG00000239713","ENSG00000239713.9","22",39077067,39087743
"15799","TRPM6","ENSG00000119121","ENSG00000119121.22","9",74722495,74888094
"15800","MYO1F","ENSG00000142347","ENSG00000142347.19","19",8520778,8577577
"15801","TBX20","ENSG00000164532","ENSG00000164532.11","7",35202430,35254100
"15802","PLEKHD1","ENSG00000175985","ENSG00000175985.10","14",69484692,69531551
"15803","RPS3AP5","ENSG00000178429","ENSG00000178429.9","10",84560443,84561263
"15805","MIX23P2","ENSG00000236944","ENSG00000236944.1","10",50962993,50963358
"15807","VN1R38P","ENSG00000235227","ENSG00000235227.1","7",64180006,64180892
"15811","PRH1","ENSG00000231887","ENSG00000231887.7","12",10824960,11171608
"15812","HAUS6P1","ENSG00000227344","ENSG00000227344.2","7",53187388,53188938
"15814","FAS","ENSG00000026103","ENSG00000026103.22","10",88990531,89017059
"15816","ELMO1-AS1","ENSG00000224101","ENSG00000224101.1","7",36997796,37013630
"15821","RPS23P6","ENSG00000241641","ENSG00000241641.1","16",12081237,12081902
"15822","TAB1","ENSG00000100324","ENSG00000100324.14","22",39399778,39437060
"15823","STC1","ENSG00000159167","ENSG00000159167.12","8",23841929,23854806
"15825","CYP2W1","ENSG00000073067","ENSG00000073067.14","7",983181,989640
"15826","CDR2-DT","ENSG00000260790","ENSG00000260790.1","16",22374859,22378180
"15830","YBX1P1","ENSG00000224861","ENSG00000224861.1","14",66012830,66013789
"15831","SUB1P3","ENSG00000261612","ENSG00000261612.1","16",4562814,4563128
"15834","RPS3AP2","ENSG00000219027","ENSG00000219027.2","16",1477830,1478583
"15835","LTBP2","ENSG00000119681","ENSG00000119681.12","14",74498183,74612378
"15837","OTUD4P1","ENSG00000118976","ENSG00000118976.5","12",3839459,3842525
"15838","SMCO3","ENSG00000179256","ENSG00000179256.2","12",14804650,14814182
"15839","GTF2E2","ENSG00000197265","ENSG00000197265.9","8",30578318,30658236
"15840","TAS2R31","ENSG00000256436","ENSG00000256436.1","12",11030387,11031407
"15841","GSPT1","ENSG00000103342","ENSG00000103342.13","16",11868128,11916082
"15842","HNRNPABP1","ENSG00000255734","ENSG00000255734.1","12",10111738,10112471
"15844","LINC00937","ENSG00000226091","ENSG00000226091.7","12",8295986,8396803
"15845","ZNF532","ENSG00000074657","ENSG00000074657.14","18",58862600,58986480
"15846","COX6CP10","ENSG00000238008","ENSG00000238008.1","3",33554636,33554859
"15850","TAS1R3","ENSG00000169962","ENSG00000169962.5","1",1331280,1335314
"15851","SFRP4","ENSG00000106483","ENSG00000106483.12","7",37905932,38025695
"15853","RPSAP51","ENSG00000244131","ENSG00000244131.2","12",8742428,8743072
"15854","FAM90A1","ENSG00000171847","ENSG00000171847.11","12",8221260,8227618
"15856","CICP7","ENSG00000233653","ENSG00000233653.3","1",487101,489906
"15857","WBP1LP6","ENSG00000268663","ENSG00000268663.1","1",674842,675265
"15858","LINC01345","ENSG00000226374","ENSG00000226374.3","1",3944547,3949024
"15859","ERRFI1","ENSG00000116285","ENSG00000116285.13","1",8004404,8026309
"15860","MGAT3","ENSG00000128268","ENSG00000128268.12","22",39457012,39492194
"15861","TRIM35","ENSG00000104228","ENSG00000104228.13","8",27284886,27311272
"15864","EEF1DP6","ENSG00000229280","ENSG00000229280.1","1",4175528,4175899
"15866","MGAT3-AS1","ENSG00000227188","ENSG00000227188.1","22",39475807,39476822
"15868","PEX14","ENSG00000142655","ENSG00000142655.13","1",10472288,10630758
"15869","PDE6H","ENSG00000139053","ENSG00000139053.3","12",14973042,14981865
"15870","MIEF1","ENSG00000100335","ENSG00000100335.15","22",39499432,39518132
"15871","GDI2P1","ENSG00000229165","ENSG00000229165.1","7",48902556,48903891
"15874","GUCY2C","ENSG00000070019","ENSG00000070019.5","12",14612632,14696599
"15875","TBRG4","ENSG00000136270","ENSG00000136270.14","7",45100100,45112047
"15876","LINC01646","ENSG00000232596","ENSG00000232596.3","1",4571481,4594016
"15877","SLC4A7","ENSG00000033867","ENSG00000033867.16","3",27372721,27484420
"15879","COX7BP2","ENSG00000234274","ENSG00000234274.1","20",35850674,35850915
"15882","LINC01777","ENSG00000235054","ENSG00000235054.4","1",4412027,4424689
"15883","LLPHP1","ENSG00000270793","ENSG00000270793.1","20",20721187,20721879
"15884","MRPS11P1","ENSG00000225803","ENSG00000225803.1","20",20854121,20854642
"15886","NOL4L","ENSG00000197183","ENSG00000197183.14","20",32443059,32585074
"15889","FAM86B2","ENSG00000145002","ENSG00000145002.12","8",12425614,12436343
"15890","KISS1R","ENSG00000116014","ENSG00000116014.10","19",917287,921005
"15893","MTATP8P1","ENSG00000240409","ENSG00000240409.1","1",633535,633741
"15894","MTCO2P12","ENSG00000229344","ENSG00000229344.1","1",632757,633438
"15895","LINC02782","ENSG00000231510","ENSG00000231510.1","1",5086459,5090899
"15896","TNFRSF10A","ENSG00000104689","ENSG00000104689.10","8",23190452,23225102
"15897","PLCH2","ENSG00000149527","ENSG00000149527.18","1",2425980,2505532
"15899","TMEM259","ENSG00000182087","ENSG00000182087.14","19",1009648,1021179
"15900","GGT7","ENSG00000131067","ENSG00000131067.17","20",34844720,34872856
"15901","PRB2","ENSG00000121335","ENSG00000121335.12","12",11391540,11501041
"15904","ALG1L10P","ENSG00000254016","ENSG00000254016.3","12",8227734,8231764
"15905","RPS19BP1","ENSG00000187051","ENSG00000187051.9","22",39529093,39532761
"15906","LINC02598","ENSG00000256155","ENSG00000256155.1","12",10358464,10361045
"15908","CCDC154","ENSG00000197599","ENSG00000197599.12","16",1434383,1444556
"15909","C18orf32","ENSG00000177576","ENSG00000177576.12","18",49477243,49487252
"15910","A2ML1","ENSG00000166535","ENSG00000166535.20","12",8822621,8887001
"15911","SNRPCP15","ENSG00000230106","ENSG00000230106.1","8",7170550,7170741
"15912","MTND6P19","ENSG00000254384","ENSG00000254384.1","8",36278960,36279483
"15913","MAK16","ENSG00000198042","ENSG00000198042.11","8",33485182,33501262
"15914","TSHZ1","ENSG00000179981","ENSG00000179981.11","18",75210755,75289950
"15915","DNAJA1P6","ENSG00000228045","ENSG00000228045.1","22",17518676,17519029
"15917","SLC25A18","ENSG00000182902","ENSG00000182902.14","22",17563450,17590995
"15918","APCDD1","ENSG00000154856","ENSG00000154856.13","18",10454635,10489949
"15919","HS3ST4","ENSG00000182601","ENSG00000182601.7","16",25691959,26137685
"15920","NPW","ENSG00000183971","ENSG00000183971.10","16",2009926,2020755
"15921","LPL","ENSG00000175445","ENSG00000175445.17","8",19901717,19967259
"15923","NAPG","ENSG00000134265","ENSG00000134265.13","18",10525905,10552764
"15924","SAMD10","ENSG00000130590","ENSG00000130590.14","20",63974116,63980008
"15925","RHOT2","ENSG00000140983","ENSG00000140983.14","16",668105,674174
"15926","NT5CP1","ENSG00000258524","ENSG00000258524.1","14",73571159,73571667
"15927","DPRXP3","ENSG00000282308","ENSG00000282308.1","14",35222174,35222746
"15931","ERP29P1","ENSG00000233347","ENSG00000233347.1","20",52110344,52111049
"15934","TLE2","ENSG00000065717","ENSG00000065717.15","19",2997639,3047635
"15935","KYNUP1","ENSG00000261987","ENSG00000261987.2","17",19166896,19169668
"15936","MIR1292","ENSG00000284481","ENSG00000284481.1","20",2652777,2652842
"15937","SNORD110","ENSG00000221116","ENSG00000221116.1","20",2654212,2654286
"15938","VRTN","ENSG00000133980","ENSG00000133980.5","14",74303069,74360008
"15939","SNORA51","ENSG00000271798","ENSG00000271798.1","20",2655067,2655198
"15940","DNAJC11","ENSG00000007923","ENSG00000007923.16","1",6634168,6701924
"15942","ATP5F1AP10","ENSG00000277297","ENSG00000277297.1","9",66721158,66722760
"15943","SNORD86","ENSG00000212498","ENSG00000212498.1","20",2656097,2656182
"15945","SNORD56","ENSG00000229686","ENSG00000229686.1","20",2656624,2656694
"15946","YWHAEP3","ENSG00000263976","ENSG00000263976.1","17",20491323,20491443
"15947","FGF7P7","ENSG00000204801","ENSG00000204801.7","9",62474948,62476333
"15948","SNORD57","ENSG00000226572","ENSG00000226572.1","20",2656939,2657010
"15949","RNU1-55P","ENSG00000202380","ENSG00000202380.1","20",5890055,5890212
"15950","CDKN2B-AS1","ENSG00000240498","ENSG00000240498.9","9",21994139,22128103
"15952","Y_RNA","ENSG00000207380","ENSG00000207380.1","20",5964538,5964650
"15953","RN7SL498P","ENSG00000263755","ENSG00000263755.2","20",6001733,6002030
"15954","MIR8062","ENSG00000278159","ENSG00000278159.1","20",7371608,7371692
"15955","RNU6-278P","ENSG00000212247","ENSG00000212247.1","20",13973316,13973424
"15956","RN7SL864P","ENSG00000239923","ENSG00000239923.3","20",14223041,14223325
"15958","RNU6-228P","ENSG00000199570","ENSG00000199570.1","20",14352320,14352425
"15959","TBC1D26","ENSG00000214946","ENSG00000214946.14","17",15732247,15749192
"15960","Metazoa_SRP","ENSG00000276525","ENSG00000276525.1","20",10025917,10026168
"15961","ISCA2","ENSG00000165898","ENSG00000165898.14","14",74493756,74497106
"15962","RNU6-1159P","ENSG00000199803","ENSG00000199803.1","20",15021553,15021659
"15963","RNU6-115P","ENSG00000201180","ENSG00000201180.1","20",15022852,15022958
"15964","RNA5SP475","ENSG00000222500","ENSG00000222500.1","20",15280764,15280873
"15965","U3","ENSG00000212165","ENSG00000212165.2","20",16982831,16983033
"15966","RN7SKP69","ENSG00000202260","ENSG00000202260.1","20",17576206,17576510
"15967","RNU6-27P","ENSG00000251955","ENSG00000251955.1","20",17187510,17187616
"15968","Y_RNA","ENSG00000200494","ENSG00000200494.1","20",16670641,16670742
"15969","RN7SL547P","ENSG00000240584","ENSG00000240584.3","20",7633562,7633851
"15970","RN7SL638P","ENSG00000243702","ENSG00000243702.3","20",18592330,18592619
"15971","RNU6ATAC34P","ENSG00000221806","ENSG00000221806.1","20",18611047,18611167
"15972","RNA5SP476","ENSG00000252422","ENSG00000252422.1","20",18433842,18433944
"15974","Y_RNA","ENSG00000207305","ENSG00000207305.1","20",2453010,2453117
"15975","RN7SL607P","ENSG00000278525","ENSG00000278525.1","20",20738433,20738731
"15976","RNU1-131P","ENSG00000238833","ENSG00000238833.1","20",17209060,17209220
"15978","RNA5SP474","ENSG00000212536","ENSG00000212536.1","20",5098387,5098476
"15979","ATP6V1E1","ENSG00000131100","ENSG00000131100.13","22",17592136,17628749
"15980","RN7SKP111","ENSG00000222281","ENSG00000222281.1","20",11818821,11819091
"15981","RNU6-1257P","ENSG00000207355","ENSG00000207355.1","20",24974171,24974280
"15982","RN7SL561P","ENSG00000242348","ENSG00000242348.3","20",1666360,1666640
"15983","RNU105B","ENSG00000201348","ENSG00000201348.1","20",8831186,8831393
